,wave,wave_low,wave_hig,rp/rs,rp/rs_err_low,rp/rs_err_hih
0,0.8771132776231615,0.8726608697077982,0.8815656855385248,0.1447175587374345,0.0002441992437884,0.000239162324269
1,0.8860294926885013,0.8815656855385248,0.8904932998384778,0.1453129551353723,0.0002333626779266,0.0002371002985822
2,0.8954164294543174,0.8904932998384778,0.9003395590701572,0.1453380837860881,0.0002345003366275,0.0002340288031632
3,0.9052760002544633,0.9003395590701572,0.9102124414387693,0.145273709338593,0.0002119785706476,0.0002122275872027
4,0.9151619416423071,0.9102124414387693,0.9201114418458449,0.1452579960067935,0.0002077374714153,0.0002043218719441
5,0.9250737594602105,0.9201114418458449,0.9300360770745763,0.1458514627689172,0.0002091920037499,0.0002116762950163
6,0.9350109721505806,0.9300360770745763,0.9399858672265851,0.1457817305555154,0.0002065855049967,0.0002046597651292
7,0.9449731015526622,0.9399858672265851,0.9499603358787394,0.1461138284048083,0.0002127408812655,0.0002117996056057
8,0.9549596730596722,0.9499603358787394,0.959959010240605,0.1458667137579476,0.0002005068201787,0.0001952285925532
9,0.9649702157696554,0.959959010240605,0.9699814212987057,0.1456896470154172,0.0002054808766554,0.0002059628746522
10,0.9750042626235569,0.9699814212987057,0.980027103948408,0.1452228207457527,0.0002058353490272,0.0001983272856308
11,0.9850613505313113,0.980027103948408,0.9900955971142145,0.1445190544180656,0.0001962448585318,0.0001927152465849
12,0.9951410204867063,0.9900955971142145,1.000186443859198,0.1450911589040665,0.0001838114023435,0.0001860690131368
13,1.0052428176717378,1.000186443859198,1.0102991914842776,0.1452264541893579,0.0001801275544769,0.0001843904215183
14,1.0158274680758648,1.0102991914842776,1.021355744667452,0.1448913569334312,0.0001819757222229,0.0001819734166968
15,1.026896503448711,1.021355744667452,1.0324372622299698,0.1450029315148777,0.0001735916588375,0.0001771459730088
16,1.0379902248257111,1.0324372622299698,1.0435431874214522,0.1449051165291446,0.0001767169980083,0.0001729480821609
17,1.049108078967459,1.0435431874214522,1.0546729705134656,0.1449220915389683,0.0001738370284644,0.0001709481698117
18,1.060249504650502,1.0546729705134656,1.0658260387875385,0.1449936580047155,0.0001657168411213,0.0001626126737842
19,1.071413939045113,1.0658260387875385,1.0770018393026872,0.1449005601543029,0.0001635523981147,0.0001661270702601
20,1.0826008339482835,1.0770018393026872,1.08819982859388,0.1458153096261603,0.0001800852128596,0.0001834816267516
21,1.093809649518803,1.08819982859388,1.099419470443726,0.145326729433787,0.0001870275912901,0.0001828482714723
22,1.105039875976388,1.099419470443726,1.1106602815090498,0.1458851300245335,0.000172952629204,0.0001718872480781
23,1.1162910000888213,1.1106602815090498,1.1219217186685928,0.146120123272453,0.0001628858833281,0.0001640745013413
24,1.1280329894184384,1.1219217186685928,1.134144260168284,0.1458883532472654,0.000160591141362,0.0001557789104812
25,1.1402669977866702,1.134144260168284,1.1463897354050565,0.1462668810653604,0.0001515431209132,0.0001463163144567
26,1.1525236417086617,1.1463897354050565,1.1586575480122667,0.1456494195191008,0.0001520519182807,0.0001537613572833
27,1.1648023027282373,1.1586575480122667,1.1709470574442078,0.1459284183786443,0.000167543192943,0.0001673998532475
28,1.1771023345398939,1.1709470574442078,1.18325761163558,0.1458809123609765,0.0001527605702809,0.0001537132950069
29,1.1894231161743354,1.18325761163558,1.1955886207130908,0.1455393131577222,0.0001515801842239,0.0001522097143338
30,1.2017640712176418,1.1955886207130908,1.2079395217221927,0.1455009952774476,0.0001509748163673,0.0001493848937357
31,1.214124590494608,1.2079395217221927,1.2203096592670235,0.1452460654409523,0.0001471629962866,0.0001483840750792
32,1.226504076577817,1.2203096592670235,1.2326984938886105,0.1453310059862909,0.000150099219396,0.0001447826245227
33,1.243201835826509,1.2326984938886105,1.2537051777644073,0.145065688633494,0.0001247389920181,0.0001280723063119
34,1.262315574581692,1.2556173477222494,1.2690138014411347,0.1448051683287397,0.000158656903319,0.0001594523588027
35,1.2757215725628006,1.2690138014411347,1.2824293436844663,0.1448311060818451,0.0001587488812705,0.0001616057026429
36,1.2891463572159332,1.2824293436844663,1.2958633707474,0.14478760328407,0.0001490530763197,0.000148195944906
37,1.3025892678897923,1.2958633707474,1.3093151650321848,0.1448327594085814,0.0001522689748727,0.0001524498507347
38,1.316049639962227,1.3093151650321848,1.3227841148922692,0.1455084519294388,0.0001607788092569,0.0001599532300236
39,1.3295268402725577,1.3227841148922692,1.3362695656528465,0.1459096581796673,0.0001638376546486,0.0001640021745609
40,1.3430202352637068,1.3362695656528465,1.3497709048745674,0.1463002148757763,0.0001663137490939,0.0001665057231702
41,1.3570122301668937,1.3497709048745674,1.3642535554592201,0.147040183989021,0.0001521297144501,0.0001551401726187
42,1.3715032797371054,1.3642535554592201,1.3787530040149907,0.1466611678875193,0.0001631469592736,0.0001640262617097
43,1.3860107658666712,1.3787530040149907,1.3932685277183519,0.1466817697409437,0.0001581878380663,0.0001571249412246
44,1.400533976823163,1.3932685277183519,1.4077994259279742,0.1467693840831925,0.0001643403614571,0.0001626356655065
45,1.4150722127646649,1.4077994259279742,1.4223449996013553,0.1467967784693543,0.0001662948310768,0.0001638968240495
46,1.4296247974156153,1.4223449996013553,1.4369045952298753,0.1470244345352427,0.0001668199872948,0.0001654126302022
47,1.4441910597935539,1.4369045952298753,1.4514775243572324,0.1468707247753971,0.0001707835657916,0.0001728769166098
48,1.4592567642941008,1.4514775243572324,1.4670360042309694,0.1461926877368774,0.000171183726498,0.0001732134152582
49,1.4748220865504849,1.4670360042309694,1.4826081688700004,0.1465262571306853,0.0001682278111939,0.0001702614391674
50,1.4904007422893017,1.4826081688700004,1.4981933157086031,0.1459497049300904,0.0001643604322549,0.0001653911069297
51,1.5059920116097014,1.4981933157086031,1.5137907075107997,0.1459167818878207,0.0001853975085238,0.0001844914944015
52,1.5215951785688526,1.5137907075107997,1.5293996496269058,0.1456063951651124,0.0001741563832912,0.000178031647409
53,1.5372095663220666,1.5293996496269058,1.5450194830172275,0.1453016803738957,0.0001854562912741,0.0001860411574201
54,1.552834506068395,1.5450194830172275,1.5606495291195626,0.1452319161081952,0.0001961261694609,0.0001903073275137
55,1.5689582414511722,1.5606495291195626,1.577266953782782,0.1455286909690904,0.0001774452521974,0.0001765346532641
56,1.5855807115106497,1.577266953782782,1.5938944692385175,0.1449668348519376,0.0001757427469439,0.0001761005113437
57,1.602212913426806,1.5938944692385175,1.6105313576150946,0.144904299419852,0.0001943968184751,0.0001951073461966
58,1.6188541571302424,1.6105313576150946,1.62717695664539,0.1448957122162954,0.0002007336749922,0.0002050394321725
59,1.6355037741055858,1.62717695664539,1.6438305915657816,0.1447835774004841,0.0001961883942923,0.0001976294977583
60,1.652161112025441,1.6438305915657816,1.6604916324851002,0.14454763866152,0.0002077411196932,0.0002069750233127
61,1.6693158920652338,1.6604916324851002,1.6781401516453673,0.1446038894814067,0.0002033762661628,0.0002054317471963
62,1.6869678814480293,1.6781401516453673,1.6957956112506916,0.1445473093494402,0.0002101757027869,0.000211691172911
63,1.7046264866761844,1.6957956112506916,1.713457362101677,0.1443056619110028,0.0002080595979863,0.0002068798565687
64,1.7222910779389873,1.713457362101677,1.7311247937762975,0.1449969609075926,0.0002268092902681,0.0002282483386478
65,1.7399610517540536,1.7311247937762975,1.7487973097318095,0.1450351977935115,0.0002215311987324,0.0002208841185428
66,1.757635834128036,1.7487973097318095,1.7664743585242628,0.1456378666381181,0.0002302400274708,0.000224522668911
67,1.7758060871374366,1.7664743585242628,1.7851378157506104,0.1455182909591001,0.0002247979467982,0.0002220327345102
68,1.794471493499932,1.7851378157506104,1.8038051712492535,0.1457128029948143,0.0002344587218464,0.000233224749688
69,1.81314053327481,1.8038051712492535,1.8224758953003666,0.1458451275101454,0.0002325013560585,0.0002389997465461
70,1.8318126987287355,1.8224758953003666,1.8411495021571047,0.1459996100364151,0.0002549528646997,0.0002564115624557
71,1.850487519925533,1.8411495021571047,1.8598255376939614,0.1470789946732276,0.0002692651465813,0.0002668534296013
